Id	Cvs[1]	Cvs[2]	Cvs[3]	CvContent[1]	CvContent[2]	CvContent[3]
104166	104166	204166	304166	回到……开始的地方……	回到……开始的地方……	回到……开始的地方……
104167	104167	204167	304167	我会配合大家的战斗。	我会配合大家的战斗。	我会配合大家的战斗。
104168	104168	204168	304168	明白了。	明白了。	明白了。
104169	104169	204169	304169	嗯，是一场爽快的战斗。	嗯，是一场爽快的战斗。	嗯，是一场爽快的战斗。
104102	104102	104102	304006	我还能变得更强……吗？	我还能变得更强……吗？	我还能变得更强……吗？
104103	104103	104103	304007	为了达成愿望，力量也是必要的。	为了达成愿望，力量也是必要的。	为了达成愿望，力量也是必要的。
104104	104104	104104	304008	在肃清部队可没有这个待遇。	在肃清部队可没有这个待遇。	在肃清部队可没有这个待遇。
104105	104105	104105	304009	熟能生巧，技能总归是要越熟练越好。	熟能生巧，技能总归是要越熟练越好。	熟能生巧，技能总归是要越熟练越好。
104106	104106	104106	304010	武器更新？谢谢指挥官阁下。	武器更新？谢谢指挥官阁下。	武器更新？谢谢指挥官阁下。
108001	108001	208001	308001	我对人类没什么好感……现在只是和你目的相同而已。	我对人类没什么好感……现在只是和你目的相同而已。	我对人类没什么好感……现在只是和你目的相同而已。
108002	108002	208002	308002	明白。	明白。	明白。
108003	108003	208003	308003	好的	好的	好的
108004	108004	208004	308004	哼	哼	哼
108005	108005	208005	308005	啧！！	啧！！	啧！！
108006	108006	208006	308006	我还可以做得更好。	我还可以做得更好。	我还可以做得更好。
108007	108007	208007	308007	要对你表示感谢。	要对你表示感谢。	要对你表示感谢。
108008	108008	208008	308008	您的肯定是我的荣幸。	您的肯定是我的荣幸。	您的肯定是我的荣幸。
108009	108009	208009	308009	这招倒是越用越顺手了。	这招倒是越用越顺手了。	这招倒是越用越顺手了。
108010	108010	208010	308010	更好的武器……什么时候不再需要这个就好了。	更好的武器……什么时候不再需要这个就好了。	更好的武器……什么时候不再需要这个就好了。
108011	108011	208011	308011	从伊甸那边来了邮件……啧。	从伊甸那边来了邮件……啧。	从伊甸那边来了邮件……啧。
108012	108012	208012	308012	随时随地准备好战斗。	随时随地准备好战斗。	随时随地准备好战斗。
108013	108013	208013	308013	队长……我没有担任这个职位很久了，不过会服从您的考虑的。	队长……我没有担任这个职位很久了，不过会服从您的考虑的。	队长……我没有担任这个职位很久了，不过会服从您的考虑的。
108014	108014	208014	308014	任务已经完成，请指挥官过目。	任务已经完成，请指挥官过目。	任务已经完成，请指挥官过目。
108015	108015	208015	308015	完成任务的奖励，请记得领取。	完成任务的奖励，请记得领取。	完成任务的奖励，请记得领取。
108016	108016	208016	308016	早安，有什么任务请尽管找我。	早安，有什么任务请尽管找我。	早安，有什么任务请尽管找我。
108017	108017	208017	308017	身为人类，请好好进食，不然身体会受不了。	身为人类，请好好进食，不然身体会受不了。	身为人类，请好好进食，不然身体会受不了。
108018	108018	208018	308018	我会守着这里的，一旦有异常发生立刻通知你。	我会守着这里的，一旦有异常发生立刻通知你。	我会守着这里的，一旦有异常发生立刻通知你。
108019	108019	208019	308019	还没有制定好作战计划吗？可不要太拖延了。	还没有制定好作战计划吗？可不要太拖延了。	还没有制定好作战计划吗？可不要太拖延了。
108020	108020	208020	308020	劳逸结合是很重要的，虽然这片土地上应该已经没有什么可以放松心情的事物了。	劳逸结合是很重要的，虽然这片土地上应该已经没有什么可以放松心情的事物了。	劳逸结合是很重要的，虽然这片土地上应该已经没有什么可以放松心情的事物了。
108021	108021	208021	308021	夜晚黑暗又漫长，我知道的。	夜晚黑暗又漫长，我知道的。	夜晚黑暗又漫长，我知道的。
108022	108022	208022	308022	别怕，我会保护好你。	别怕，我会保护好你。	别怕，我会保护好你。
108023	108023	208023	308023	别想着给神威和里求情。两个混小子犯错，不好好罚一下不长记性，你太宠他们了。	别想着给神威和里求情。两个混小子犯错，不好好罚一下不长记性，你太宠他们了。	别想着给神威和里求情。两个混小子犯错，不好好罚一下不长记性，你太宠他们了。
108024	108024	208024	308024	我不知道，这样……算不算破坏了规矩……	我不知道，这样……算不算破坏了规矩……	我不知道，这样……算不算破坏了规矩……
108025	108025	208025	308025	你身上蕴含着超越规则的力量，非常强大。	你身上蕴含着超越规则的力量，非常强大。	你身上蕴含着超越规则的力量，非常强大。
108026	108026	208026	308026	只要是你吩咐的，我无所谓打破自己的原则。	只要是你吩咐的，我无所谓打破自己的原则。	只要是你吩咐的，我无所谓打破自己的原则。
108027	108027	208027	308027	你就是我唯一的准则。	你就是我唯一的准则。	你就是我唯一的准则。
108028	108028	208028	308028	谢谢指挥官的关心。	谢谢指挥官的关心。	谢谢指挥官的关心。
108029	108029	208029	308029	指挥官的好意我明白的。	指挥官的好意我明白的。	指挥官的好意我明白的。
108030	108030	208030	308030	嗯，这对战斗是有利的。	嗯，这对战斗是有利的。	嗯，这对战斗是有利的。
108031	108031	208031	308031	以往的指挥官，好像不会做到这个地步……	以往的指挥官，好像不会做到这个地步……	以往的指挥官，好像不会做到这个地步……
108032	108032	208032	308032	我不知道这算不算越界……但是很显然，我更想保持这个状况……	我不知道这算不算越界……但是很显然，我更想保持这个状况……	我不知道这算不算越界……但是很显然，我更想保持这个状况……
108033	108033	208033	308033	我会支持你的一切决定，包括对于我们之间的关系。	我会支持你的一切决定，包括对于我们之间的关系。	我会支持你的一切决定，包括对于我们之间的关系。
108034	108034	208034	308034	我从来没有和谁如此亲近过。	我从来没有和谁如此亲近过。	我从来没有和谁如此亲近过。
108035	108035	208035	308035	你好像印在了我的意识海的每一个角落……	你好像印在了我的意识海的每一个角落……	你好像印在了我的意识海的每一个角落……
108036	108036	208036	308036	任务执行时发现了这个，感觉适合您。	任务执行时发现了这个，感觉适合您。	任务执行时发现了这个，感觉适合您。
108037	108037	208037	308037	其他人外出时发现的小东西，我拿来给你了	其他人外出时发现的小东西，我拿来给你了	其他人外出时发现的小东西，我拿来给你了
108038	108038	208038	308038	我也没想那么多，就给你带回来了，收着吧。	我也没想那么多，就给你带回来了，收着吧。	我也没想那么多，就给你带回来了，收着吧。
108039	108039	208039	308039	喜欢吗？我觉得很合适你。	喜欢吗？我觉得很合适你。	喜欢吗？我觉得很合适你。
108040	108040	208040	308040	有空发呆，不如来计划一下之后的战术。	有空发呆，不如来计划一下之后的战术。	有空发呆，不如来计划一下之后的战术。
108041	108041	208041	308041	你在忙？	你在忙？	你在忙？
108042	108042	208042	308042	怎么不出声了？有什么事可以和我说说。	怎么不出声了？有什么事可以和我说说。	怎么不出声了？有什么事可以和我说说。
108043	108043	208043	308043	我不太擅长处理这种气氛……过来说说话吧。	我不太擅长处理这种气氛……过来说说话吧。	我不太擅长处理这种气氛……过来说说话吧。
108044	108044	208044	308044	意识连接已达到一小时以上，我认为您需要休息，指挥官。	意识连接已达到一小时以上，我认为您需要休息，指挥官。	意识连接已达到一小时以上，我认为您需要休息，指挥官。
108045	108045	208045	308045	努力过头有时候会是反效果，你还是去躺着吧。	努力过头有时候会是反效果，你还是去躺着吧。	努力过头有时候会是反效果，你还是去躺着吧。
108046	108046	208046	308046	总是连接对身体不好，我们是钢铁身躯你又不是，听话，去歇一会儿。	总是连接对身体不好，我们是钢铁身躯你又不是，听话，去歇一会儿。	总是连接对身体不好，我们是钢铁身躯你又不是，听话，去歇一会儿。
108047	108047	208047	308047	我会守着这里的，放心去休息吧。	我会守着这里的，放心去休息吧。	我会守着这里的，放心去休息吧。
108048	108048	208048	308048	指挥官，请下达今天的作战命令。	指挥官，请下达今天的作战命令。	指挥官，请下达今天的作战命令。
108049	108049	208049	308049	今天的任务布置好了吗？	今天的任务布置好了吗？	今天的任务布置好了吗？
108050	108050	208050	308050	新的一天新的战斗，就等你了。	新的一天新的战斗，就等你了。	新的一天新的战斗，就等你了。
108051	108051	208051	308051	怎么慢吞吞的？快过来。	怎么慢吞吞的？快过来。	怎么慢吞吞的？快过来。
108052	108052	208052	308052	看来指挥官接到了很棘手的任务，已经完美解决了吗？需要我帮忙吗？	看来指挥官接到了很棘手的任务，已经完美解决了吗？需要我帮忙吗？	看来指挥官接到了很棘手的任务，已经完美解决了吗？需要我帮忙吗？
108053	108053	208053	308053	在任期间离开职位这么久，可不是一个指挥官应该做的事。	在任期间离开职位这么久，可不是一个指挥官应该做的事。	在任期间离开职位这么久，可不是一个指挥官应该做的事。
108054	108054	208054	308054	你这次离开时间有点久，出什么事了吗？	你这次离开时间有点久，出什么事了吗？	你这次离开时间有点久，出什么事了吗？
108055	108055	208055	308055	怎么去了这么久？这几天就好好待在这里吧。	怎么去了这么久？这几天就好好待在这里吧。	怎么去了这么久？这几天就好好待在这里吧。
108056	108056	208056	308056	指挥官，请不要这样。	指挥官，请不要这样。	指挥官，请不要这样。
108057	108057	208057	308057	你很闲吗？	你很闲吗？	你很闲吗？
108058	108058	208058	308058	你觉得我不会发起攻击吧？	你觉得我不会发起攻击吧？	你觉得我不会发起攻击吧？
108059	108059	208059	308059	调皮。	调皮。	调皮。
108060	108060	208060	308060	……	……	……
108061	108061	208061	308061	不要乱动。	不要乱动。	不要乱动。
108062	108062	208062	308062	得寸进尺了？	得寸进尺了？	得寸进尺了？
108063	108063	208063	308063	唉，你爱戳就戳吧。	唉，你爱戳就戳吧。	唉，你爱戳就戳吧。
108064	108064	208064	308064	活跃度满值了，有奖励等待领取。	活跃度满值了，有奖励等待领取。	活跃度满值了，有奖励等待领取。
108065	108065	208065	308065	下次可以再缜密一点，虽然现在也很不错了。	下次可以再缜密一点，虽然现在也很不错了。	下次可以再缜密一点，虽然现在也很不错了。
108066	108066	208066	308066	平安回来就好。	平安回来就好。	平安回来就好。
108067	108067	208067	308067	小队需要补充电力能源，请尽快。	小队需要补充电力能源，请尽快。	小队需要补充电力能源，请尽快。
108068	108068	208068	308068	早安，希望您以后也能保持一个良好的作息时间。	早安，希望您以后也能保持一个良好的作息时间。	早安，希望您以后也能保持一个良好的作息时间。
108069	108069	208069	308069	就算是构造体也会有能源枯竭的时候，身为人类更应该及时进食。	就算是构造体也会有能源枯竭的时候，身为人类更应该及时进食。	就算是构造体也会有能源枯竭的时候，身为人类更应该及时进食。
108070	108070	208070	308070	基地的事情你不用过分操心，我会一直关注着的。	基地的事情你不用过分操心，我会一直关注着的。	基地的事情你不用过分操心，我会一直关注着的。
108071	108071	208071	308071	作战计划的制定，是成功的关键之一，你要学会好这项技能才行啊。	作战计划的制定，是成功的关键之一，你要学会好这项技能才行啊。	作战计划的制定，是成功的关键之一，你要学会好这项技能才行啊。
108072	108072	208072	308072	我希望在未来，这片土地上会开放你我都喜欢的花——请加油吧。	我希望在未来，这片土地上会开放你我都喜欢的花——请加油吧。	我希望在未来，这片土地上会开放你我都喜欢的花——请加油吧。
108073	108073	208073	308073	至少夜晚的星空，还是很值得看的，前提是乌云都散开的话。	至少夜晚的星空，还是很值得看的，前提是乌云都散开的话。	至少夜晚的星空，还是很值得看的，前提是乌云都散开的话。
108074	108074	208074	308074	我只担心你会不会被别人欺负了……	我只担心你会不会被别人欺负了……	我只担心你会不会被别人欺负了……
108075	108075	208075	308075	别人与我何干？我只关注你而已。	别人与我何干？我只关注你而已。	别人与我何干？我只关注你而已。
108076	108076	208076	308076	规矩是我定的，那自然也该由我来打破。	规矩是我定的，那自然也该由我来打破。	规矩是我定的，那自然也该由我来打破。
108077	108077	208077	308077	别人破坏规矩我会生气，但是你是不一样的……	别人破坏规矩我会生气，但是你是不一样的……	别人破坏规矩我会生气，但是你是不一样的……
108078	108078	208078	308078	你总是会让我做出一些不符合规矩的事情……	你总是会让我做出一些不符合规矩的事情……	你总是会让我做出一些不符合规矩的事情……
108079	108079	208079	308079	我不信任人类，却信任你，这从本质上来说就是个违背规则的事。	我不信任人类，却信任你，这从本质上来说就是个违背规则的事。	我不信任人类，却信任你，这从本质上来说就是个违背规则的事。
108080	108080	208080	308080	这样的套近乎对你有什么好处？	这样的套近乎对你有什么好处？	这样的套近乎对你有什么好处？
108081	108081	208081	308081	这是无用功。	这是无用功。	这是无用功。
108082	108082	208082	308082	倒也不坏。	倒也不坏。	倒也不坏。
108083	108083	208083	308083	算了，就随你去吧。	算了，就随你去吧。	算了，就随你去吧。
108084	108084	208084	308084	我必须承认，这样的关系我并不想破坏……	我必须承认，这样的关系我并不想破坏……	我必须承认，这样的关系我并不想破坏……
108085	108085	208085	308085	只要你觉得好就可以。	只要你觉得好就可以。	只要你觉得好就可以。
108086	108086	208086	308086	你不是我接触的唯一一个人类，却是我最亲密的一个。	你不是我接触的唯一一个人类，却是我最亲密的一个。	你不是我接触的唯一一个人类，却是我最亲密的一个。
108087	108087	208087	308087	说来很奇怪，当你不在我的面前时，我的意识海每一个角落都有你。	说来很奇怪，当你不在我的面前时，我的意识海每一个角落都有你。	说来很奇怪，当你不在我的面前时，我的意识海每一个角落都有你。
108088	108088	208088	308088	这个其他人也不要，你拿着吧。	这个其他人也不要，你拿着吧。	这个其他人也不要，你拿着吧。
108089	108089	208089	308089	随手找到的小玩意，拿去玩吧。	随手找到的小玩意，拿去玩吧。	随手找到的小玩意，拿去玩吧。
108090	108090	208090	308090	听说你想要这个，就带了一个回来。	听说你想要这个，就带了一个回来。	听说你想要这个，就带了一个回来。
108091	108091	208091	308091	你收到这个会很开心的吧……能看到笑容就好了。	你收到这个会很开心的吧……能看到笑容就好了。	你收到这个会很开心的吧……能看到笑容就好了。
108092	108092	208092	308092	希望你这么安静是在计划着接下来的行动。	希望你这么安静是在计划着接下来的行动。	希望你这么安静是在计划着接下来的行动。
108093	108093	208093	308093	是文件太多了吗？你好像很忙的样子。	是文件太多了吗？你好像很忙的样子。	是文件太多了吗？你好像很忙的样子。
108094	108094	208094	308094	为什么不说话？需要我陪你聊聊天吗？	为什么不说话？需要我陪你聊聊天吗？	为什么不说话？需要我陪你聊聊天吗？
108095	108095	208095	308095	什么都不用说，只要你还在就行了。	什么都不用说，只要你还在就行了。	什么都不用说，只要你还在就行了。
108096	108096	208096	308096	有的时候太过努力会适得其反，你懂我的意思吧？	有的时候太过努力会适得其反，你懂我的意思吧？	有的时候太过努力会适得其反，你懂我的意思吧？
108097	108097	208097	308097	你这是打算把自己折腾到生病吗？去休息一下吧，别让我担心。	你这是打算把自己折腾到生病吗？去休息一下吧，别让我担心。	你这是打算把自己折腾到生病吗？去休息一下吧，别让我担心。
108098	108098	208098	308098	你这么不会照顾自己，要我怎么放心？连接这么长时间以为我不知道吗？快去休息！	你这么不会照顾自己，要我怎么放心？连接这么长时间以为我不知道吗？快去休息！	你这么不会照顾自己，要我怎么放心？连接这么长时间以为我不知道吗？快去休息！
108099	108099	208099	308099	今天的作战计划出来了吗？	今天的作战计划出来了吗？	今天的作战计划出来了吗？
108100	108100	208100	308100	就等着你带领我们去战斗了，指挥官。	就等着你带领我们去战斗了，指挥官。	就等着你带领我们去战斗了，指挥官。
108101	108101	208101	308101	你总是磨磨蹭蹭的，所以每次都是我等你。	你总是磨磨蹭蹭的，所以每次都是我等你。	你总是磨磨蹭蹭的，所以每次都是我等你。
108102	108102	208102	308102	是有什么新的计划吗？感觉你很久都没有出现了。	是有什么新的计划吗？感觉你很久都没有出现了。	是有什么新的计划吗？感觉你很久都没有出现了。
108103	108103	208103	308103	你不在岗位的这段时间，可都是我在帮你看着基地，记得算一下报酬。	你不在岗位的这段时间，可都是我在帮你看着基地，记得算一下报酬。	你不在岗位的这段时间，可都是我在帮你看着基地，记得算一下报酬。
108104	108104	208104	308104	离开这么久……你就不会担心这里会发生些什么吗？	离开这么久……你就不会担心这里会发生些什么吗？	离开这么久……你就不会担心这里会发生些什么吗？
108105	108105	208105	308105	你终于回来了……下次不要什么都不说就离开啊！	你终于回来了……下次不要什么都不说就离开啊！	你终于回来了……下次不要什么都不说就离开啊！
108151	108151	208151	308151	雕虫小技，入不了眼。	雕虫小技，入不了眼。	雕虫小技，入不了眼。
108152	108152	208152	308152	你会后悔与我为敌的！	你会后悔与我为敌的！	你会后悔与我为敌的！
108153	108153	208153	308153	啧，不堪一击。	啧，不堪一击。	啧，不堪一击。
108154	108154	208154	308154	利刃的意志，将会割裂一切。	利刃的意志，将会割裂一切。	利刃的意志，将会割裂一切。
108155	108155	208155	308155	能伤到我倒是不错……	能伤到我倒是不错……	能伤到我倒是不错……
108156	108156	208156	308156	指挥官，快要支撑不住了。	指挥官，快要支撑不住了。	指挥官，快要支撑不住了。
108157	108157	208157	308157	是我的能力不足……给您添麻烦了，指挥官……	是我的能力不足……给您添麻烦了，指挥官……	是我的能力不足……给您添麻烦了，指挥官……
108158	108158	208158	308158	我会尽我所能的帮助你的。	我会尽我所能的帮助你的。	我会尽我所能的帮助你的。
108159	108159	208159	308159	全部交给我吧。	全部交给我吧。	全部交给我吧。
108160	108160	208160	308160	雕虫小技，入不了眼。	雕虫小技，入不了眼。	雕虫小技，入不了眼。
108161	108161	208161	308161	你会后悔与我为敌的！	你会后悔与我为敌的！	你会后悔与我为敌的！
108162	108162	208162	308162	啧，不堪一击。	啧，不堪一击。	啧，不堪一击。
108163	108163	208163	308163	利刃的意志，将会割裂一切。	利刃的意志，将会割裂一切。	利刃的意志，将会割裂一切。
108164	108164	208164	308164	能伤到我倒是不错……	能伤到我倒是不错……	能伤到我倒是不错……
108165	108165	208165	308165	指挥官，快要支撑不住了。	指挥官，快要支撑不住了。	指挥官，快要支撑不住了。
108166	108166	208166	308166	是我的能力不足……给您添麻烦了，指挥官……	是我的能力不足……给您添麻烦了，指挥官……	是我的能力不足……给您添麻烦了，指挥官……
108167	108167	208167	308167	我会尽我所能的帮助你的。	我会尽我所能的帮助你的。	我会尽我所能的帮助你的。
108168	108168	208168	308168	全部交给我吧。	全部交给我吧。	全部交给我吧。
108169	108169	208169	308169	下次可以再缜密一点，虽然现在也很不错了。	下次可以再缜密一点，虽然现在也很不错了。	下次可以再缜密一点，虽然现在也很不错了。
108106	108106	208106	308106	我还可以做得更好。	我还可以做得更好。	我还可以做得更好。
108107	108107	208107	308107	要对你表示感谢。	要对你表示感谢。	要对你表示感谢。
108108	108108	208108	308108	您的肯定是我的荣幸。	您的肯定是我的荣幸。	您的肯定是我的荣幸。
108109	108109	208109	308109	这招倒是越用越顺手了。	这招倒是越用越顺手了。	这招倒是越用越顺手了。
108110	108110	208110	308110	更好的武器……什么时候不再需要这个就好了。	更好的武器……什么时候不再需要这个就好了。	更好的武器……什么时候不再需要这个就好了。
107001	107001	207001	307001	我不在意领导我的是谁，只要能战斗就好。	我不在意领导我的是谁，只要能战斗就好。	我不在意领导我的是谁，只要能战斗就好。
107002	107002	207002	307002	呵呵	呵呵	呵呵
107003	107003	207003	307003	啊？	啊？	啊？
107004	107004	207004	307004	呵	呵	呵
107005	107005	207005	307005	嗯？！	嗯？！	嗯？！
107006	107006	207006	307006	嗯……	嗯……	嗯……
107007	107007	207007	307007	我比露西亚还强，你说是吧？	我比露西亚还强，你说是吧？	我比露西亚还强，你说是吧？
107008	107008	207008	307008	我能得到你的肯定，是理所当然的。	我能得到你的肯定，是理所当然的。	我能得到你的肯定，是理所当然的。
107009	107009	207009	307009	越熟悉技能就越会强大。	越熟悉技能就越会强大。	越熟悉技能就越会强大。
107010	107010	207010	307010	不管多厉害的武器我都能驾驭，不需要这么小气。	不管多厉害的武器我都能驾驭，不需要这么小气。	不管多厉害的武器我都能驾驭，不需要这么小气。
107011	107011	207011	307011	有邮件来了，不是战斗任务的话不要找我。	有邮件来了，不是战斗任务的话不要找我。	有邮件来了，不是战斗任务的话不要找我。
107012	107012	207012	307012	明智的选择。	明智的选择。	明智的选择。
107013	107013	207013	307013	露西亚做的职位我才不想……就试一下吧。	露西亚做的职位我才不想……就试一下吧。	露西亚做的职位我才不想……就试一下吧。
107014	107014	207014	307014	喂，任务已经完成了。	喂，任务已经完成了。	喂，任务已经完成了。
107015	107015	207015	307015	任务完成之后有奖励不是很正常吗？你怎么连这个都要提醒。	任务完成之后有奖励不是很正常吗？你怎么连这个都要提醒。	任务完成之后有奖励不是很正常吗？你怎么连这个都要提醒。
107016	107016	207016	307016	快给我把日程安排好。	快给我把日程安排好。	快给我把日程安排好。
107017	107017	207017	307017	这才战斗多久就喊累？算了，你去休息吧，剩下的我自己来。	这才战斗多久就喊累？算了，你去休息吧，剩下的我自己来。	这才战斗多久就喊累？算了，你去休息吧，剩下的我自己来。
107018	107018	207018	307018	肃清部队的指挥官会注意休息，看来你不是这样的呢。	肃清部队的指挥官会注意休息，看来你不是这样的呢。	肃清部队的指挥官会注意休息，看来你不是这样的呢。
107019	107019	207019	307019	我为什么讨厌露西亚？因为她很强……不，什么都没有！	我为什么讨厌露西亚？因为她很强……不，什么都没有！	我为什么讨厌露西亚？因为她很强……不，什么都没有！
107020	107020	207020	307020	……这个小队呆久了会变傻瓜吧。	……这个小队呆久了会变傻瓜吧。	……这个小队呆久了会变傻瓜吧。
107021	107021	207021	307021	要不是任务要求，我才没空陪你在这里唧唧歪歪。	要不是任务要求，我才没空陪你在这里唧唧歪歪。	要不是任务要求，我才没空陪你在这里唧唧歪歪。
107022	107022	207022	307022	我能找到除了战斗以外，更加意义重大的事物吗？	我能找到除了战斗以外，更加意义重大的事物吗？	我能找到除了战斗以外，更加意义重大的事物吗？
107023	107023	207023	307023	和露西亚比起来，我才更适合站在你身边吧！	和露西亚比起来，我才更适合站在你身边吧！	和露西亚比起来，我才更适合站在你身边吧！
107024	107024	207024	307024	这是你要求我的，我才没有这么想留在你身边……	这是你要求我的，我才没有这么想留在你身边……	这是你要求我的，我才没有这么想留在你身边……
107025	107025	207025	307025	或许最初战斗和胜利是我的全部，但是现在，你也是。	或许最初战斗和胜利是我的全部，但是现在，你也是。	或许最初战斗和胜利是我的全部，但是现在，你也是。
107026	107026	207026	307026	我还是会一直战斗下去，但不再是只为了自己——还为了你。	我还是会一直战斗下去，但不再是只为了自己——还为了你。	我还是会一直战斗下去，但不再是只为了自己——还为了你。
107027	107027	207027	307027	我会成为你最特别的存在吗？	我会成为你最特别的存在吗？	我会成为你最特别的存在吗？
107028	107028	207028	307028	嗯……你可以不用对我这么好。	嗯……你可以不用对我这么好。	嗯……你可以不用对我这么好。
107029	107029	207029	307029	想让我更厉害？那就让我战斗吧。	想让我更厉害？那就让我战斗吧。	想让我更厉害？那就让我战斗吧。
107030	107030	207030	307030	听说这样可以让战斗力加强……	听说这样可以让战斗力加强……	听说这样可以让战斗力加强……
107031	107031	207031	307031	我是为才不是为了和你搞好关系呢，这是为自己，自己！	我是为才不是为了和你搞好关系呢，这是为自己，自己！	我是为才不是为了和你搞好关系呢，这是为自己，自己！
107032	107032	207032	307032	我、我会尝试注意一下你的！	我、我会尝试注意一下你的！	我、我会尝试注意一下你的！
107033	107033	207033	307033	我还是第一次……和人类这么亲近……	我还是第一次……和人类这么亲近……	我还是第一次……和人类这么亲近……
107034	107034	207034	307034	是我从来没感受过的距离……太近了……	是我从来没感受过的距离……太近了……	是我从来没感受过的距离……太近了……
107035	107035	207035	307035	我、我感觉我的意识海要沸腾了，你做了什么手脚！	我、我感觉我的意识海要沸腾了，你做了什么手脚！	我、我感觉我的意识海要沸腾了，你做了什么手脚！
107036	107036	207036	307036	上次露西亚给你送了个什么吧？我这个肯定比她的好。	上次露西亚给你送了个什么吧？我这个肯定比她的好。	上次露西亚给你送了个什么吧？我这个肯定比她的好。
107037	107037	207037	307037	管你喜不喜欢，送你就是送你了！	管你喜不喜欢，送你就是送你了！	管你喜不喜欢，送你就是送你了！
107038	107038	207038	307038	我送给你的，不准不要，也不准给别人！	我送给你的，不准不要，也不准给别人！	我送给你的，不准不要，也不准给别人！
107039	107039	207039	307039	我不管，我送给你的你必须喜欢。	我不管，我送给你的你必须喜欢。	我不管，我送给你的你必须喜欢。
107040	107040	207040	307040	喂，你在干什么啊？还不发起作战指令？？	喂，你在干什么啊？还不发起作战指令？？	喂，你在干什么啊？还不发起作战指令？？
107041	107041	207041	307041	有这个时间偷懒，还不如多打几个感染体！	有这个时间偷懒，还不如多打几个感染体！	有这个时间偷懒，还不如多打几个感染体！
107042	107042	207042	307042	喂！不理我也算是重罪啊！	喂！不理我也算是重罪啊！	喂！不理我也算是重罪啊！
107043	107043	207043	307043	有我在你还要分心去干别的？	有我在你还要分心去干别的？	有我在你还要分心去干别的？
107044	107044	207044	307044	虽然我很愿意继续战斗，但是你倒下了我也会很麻烦。	虽然我很愿意继续战斗，但是你倒下了我也会很麻烦。	虽然我很愿意继续战斗，但是你倒下了我也会很麻烦。
107045	107045	207045	307045	人类就是脆弱，没办法，你去歇着吧。	人类就是脆弱，没办法，你去歇着吧。	人类就是脆弱，没办法，你去歇着吧。
107046	107046	207046	307046	你倒下了麻烦的可是我，赶紧给我去休息。	你倒下了麻烦的可是我，赶紧给我去休息。	你倒下了麻烦的可是我，赶紧给我去休息。
107047	107047	207047	307047	去休息吧，以前你不在，我不也照样好好的。	去休息吧，以前你不在，我不也照样好好的。	去休息吧，以前你不在，我不也照样好好的。
107048	107048	207048	307048	你来了？开始吧！	你来了？开始吧！	你来了？开始吧！
107049	107049	207049	307049	怎么这么慢，赶紧开打了！。	怎么这么慢，赶紧开打了！。	怎么这么慢，赶紧开打了！。
107050	107050	207050	307050	怎么才过来？下次再这样我就不等你了。	怎么才过来？下次再这样我就不等你了。	怎么才过来？下次再这样我就不等你了。
107051	107051	207051	307051	啊呵~你不也是刚刚来嘛！	啊呵~你不也是刚刚来嘛！	啊呵~你不也是刚刚来嘛！
107052	107052	207052	307052	耽误了我这么长时间，是要付出代价的。	耽误了我这么长时间，是要付出代价的。	耽误了我这么长时间，是要付出代价的。
107053	107053	207053	307053	你是故意这么久都不回来吗？	你是故意这么久都不回来吗？	你是故意这么久都不回来吗？
107054	107054	207054	307054	那么久都不回来！你干脆别回来了！	那么久都不回来！你干脆别回来了！	那么久都不回来！你干脆别回来了！
107055	107055	207055	307055	你走的太久了……呵，信不信再消失这么久我就把你栓起来！	你走的太久了……呵，信不信再消失这么久我就把你栓起来！	你走的太久了……呵，信不信再消失这么久我就把你栓起来！
107056	107056	207056	307056	你干什么？！	你干什么？！	你干什么？！
107057	107057	207057	307057	……无不无聊！！	……无不无聊！！	……无不无聊！！
107058	107058	207058	307058	你是不是觉得我打不到你就能放肆了？	你是不是觉得我打不到你就能放肆了？	你是不是觉得我打不到你就能放肆了？
107059	107059	207059	307059	哼，这招对我来说已经没有用了！	哼，这招对我来说已经没有用了！	哼，这招对我来说已经没有用了！
107060	107060	207060	307060	你这是想尝尝手炮的滋味吗？	你这是想尝尝手炮的滋味吗？	你这是想尝尝手炮的滋味吗？
107061	107061	207061	307061	你这爪子是不想要了吗？	你这爪子是不想要了吗？	你这爪子是不想要了吗？
107062	107062	207062	307062	有本事你倒是来我面前戳我！	有本事你倒是来我面前戳我！	有本事你倒是来我面前戳我！
107063	107063	207063	307063	戳戳戳，有什么好戳的……	戳戳戳，有什么好戳的……	戳戳戳，有什么好戳的……
107064	107064	207064	307064	喂，没看到活跃值满了吗？奖励都不想要了？	喂，没看到活跃值满了吗？奖励都不想要了？	喂，没看到活跃值满了吗？奖励都不想要了？
107065	107065	207065	307065	你说，我赢过露西亚了吗！！	你说，我赢过露西亚了吗！！	你说，我赢过露西亚了吗！！
107066	107066	207066	307066	为什么不带我上战场啊？	为什么不带我上战场啊？	为什么不带我上战场啊？
107067	107067	207067	307067	喂，电力能源见底了，快点补充然后让我上战场！	喂，电力能源见底了，快点补充然后让我上战场！	喂，电力能源见底了，快点补充然后让我上战场！
107068	107068	207068	307068	大多数人都和你一样，早上都是混过去的吧。	大多数人都和你一样，早上都是混过去的吧。	大多数人都和你一样，早上都是混过去的吧。
